country,isVerified,ratingScore,reviewTitle,reviewDescription,variant,full_review,processed_text,vader_compound,vader_pos,vader_neg,vader_neu,textblob_polarity,textblob_subjectivity,aspects,sentiment_category,sentiment_numeric
India,True,5,"Very nice, very happy with product",Excellent,Colour: BlackSize: 256 GB,"Very nice, very happy with product Excellent Colour: BlackSize: 256 GB",nice happy product excellent colour blacksize gb,0.9011,0.58,0.0,0.42,0.9266666666666667,1.0,"{'product': 0.8268, 'Colour': 0.5719, 'BlackSize': 0.5719, 'GB': 0.0}",Positive,2
India,True,4,This is the Indian version,Delivered on same day. Indian version. SBI promo did not work as mentioned. So opted for icici emi on amazon pay card. Nothing to say about iphone. There are plenty of reviews on that.,Colour: BlackSize: 256 GB,This is the Indian version Delivered on same day. Indian version. SBI promo did not work as mentioned. So opted for icici emi on amazon pay card. Nothing to say about iphone. There are plenty of reviews on that. Colour: BlackSize: 256 GB,indian version delivered day indian version sbi promo work mentioned opted icici emi amazon pay card nothing say iphone plenty review colour blacksize gb,0.0772,0.039,0.032,0.93,0.0,0.125,"{'version': 0.0, 'Delivered': 0.0, 'day': 0.0, 'SBI': 0.0, 'promo': 0.0, 'emi': 0.0772, 'pay': 0.0772, 'card': 0.0772, 'Nothing': 0.0, 'iphone': 0.0, 'plenty': 0.0, 'reviews': 0.0, 'Colour': 0.0, 'BlackSize': 0.0, 'GB': 0.0}",Neutral,1
India,True,5,Superb…..very happy with purchase,"At starting am hesitating to buy this much costly phone as I am android user and mostly I used android phones below 20k so am not able to take decision to buy or not but I purchased and now am very happy and not getting feeling like why I spend almost 80k for a phone because am enjoying ui interface and many iPhone functions and feel I didn’t purchase this brand for show off actually am big fan of Steve jobs and I like apple products so overall experience about this phone is awesome and am not getting any regret feeling camera is very good , battery backup also good ,user interface is awesome",Colour: BlackSize: 256 GB,"Superb…..very happy with purchase At starting am hesitating to buy this much costly phone as I am android user and mostly I used android phones below 20k so am not able to take decision to buy or not but I purchased and now am very happy and not getting feeling like why I spend almost 80k for a phone because am enjoying ui interface and many iPhone functions and feel I didn’t purchase this brand for show off actually am big fan of Steve jobs and I like apple products so overall experience about this phone is awesome and am not getting any regret feeling camera is very good , battery backup also good ,user interface is awesome Colour: BlackSize: 256 GB",superbvery happy purchase starting hesitating buy much costly phone android user mostly used android phone k able take decision buy purchased happy getting feeling like spend almost k phone enjoying ui interface many iphone function feel didnt purchase brand show actually big fan steve job like apple product overall experience phone awesome getting regret feeling camera good battery backup also good user interface awesome colour blacksize gb,0.9867,0.255,0.077,0.668,0.49000000000000005,0.5717857142857142,"{'Superb…': 0.6115, '..': 0.6115, 'purchase': 0.0, 'phone': 0.6249, 'user': 0.0, 'phones': 0.0, 'decision': 0.0, 'interface': 0.7906, 'iPhone': 0.0, 'functions': 0.0, 'brand': 0.0, 'show': 0.0, 'fan': 0.3182, 'Steve': 0.3182, 'jobs': 0.5859, 'apple': 0.3612, 'products': 0.3612, 'experience': 0.0, 'feeling': -0.3182, 'camera': 0.2247, 'battery': 0.7496, 'backup': 0.7003, 'Colour': 0.6249, 'BlackSize': 0.6249, 'GB': 0.0}",Positive,2
India,True,4,Overall good,Heating issues,Colour: BlackSize: 256 GB,Overall good Heating issues Colour: BlackSize: 256 GB,overall good heating issue colour blacksize gb,0.4404,0.293,0.0,0.707,0.35,0.30000000000000004,"{'Heating': 0.4404, 'issues': 0.4404, 'Colour': 0.4404, 'BlackSize': 0.0, 'GB': 0.0}",Positive,2
India,True,5,Best for an average user.,"Go for this without a doubt instead of the 14 pro or previous ones. The camera is really the better one than all the previous versions. If you’re willing to give up on Always On Display, High Refresh Rates (iOS is optimised and you won’t feel any difference if you’ve never used a phone with high refresh rates.) and a Macro Lens then this is the one. The feel in hand is also amazing, you wouldn’t know unless you’ve held one. Type c is also a game-changer than all the previous versions.",Colour: BlackSize: 256 GB,"Best for an average user. Go for this without a doubt instead of the 14 pro or previous ones. The camera is really the better one than all the previous versions. If you’re willing to give up on Always On Display, High Refresh Rates (iOS is optimised and you won’t feel any difference if you’ve never used a phone with high refresh rates.) and a Macro Lens then this is the one. The feel in hand is also amazing, you wouldn’t know unless you’ve held one. Type c is also a game-changer than all the previous versions. Colour: BlackSize: 256 GB",best average user go without doubt instead pro previous one camera really better one previous version youre willing give always display high refresh rate io optimised wont feel difference youve never used phone high refresh rate macro lens one feel hand also amazing wouldnt know unless youve held one type c also gamechanger previous version colour blacksize gb,0.9595,0.176,0.0,0.824,0.20181818181818184,0.42090909090909095,"{'Best': 0.6369, 'user': 0.0, 'doubt': 0.2755, 'pro': 0.0, 'ones': 0.0, 'camera': 0.0, 'versions': 0.0, 'Always': 0.0, 'Display': 0.0, 'High': 0.0, 'Refresh': 0.0, 'Rates': 0.0, 'iOS': 0.4019, '’': 0.5719, 't': 0.0, 'difference': 0.0, 'phone': 0.0, 'refresh': 0.0, 'rates': 0.0, 'Macro': 0.0, 'Lens': 0.0, 'one': 0.0, 'feel': 0.4939, 'hand': 0.7906, 'Type': 0.0, 'c': 0.0, 'Colour': 0.0, 'BlackSize': 0.0, 'GB': 0.0}",Positive,2
India,True,4,Good product,Wonderful product with good features. Worth to buy.,Colour: BlackSize: 256 GB,Good product Wonderful product with good features. Worth to buy. Colour: BlackSize: 256 GB,good product wonderful product good feature worth buy colour blacksize gb,0.886,0.533,0.0,0.467,0.6749999999999999,0.5750000000000001,"{'product': 0.8591, 'Wonderful': 0.8591, 'features': 0.4404, 'Worth': 0.2263, 'Colour': 0.0, 'BlackSize': 0.0, 'GB': 0.0}",Positive,2
India,True,1,apple still thinks its 2010,poor quality through and through except camera. its display is worse than oneplus 7t pro with more reflections and poor refresh rate. apple stifles third party integration like huawei watch and thus cannot use find phone feature unless app is open and minimized.mail sync doesnt refresh. eg android will refresh notification when mail is deleted or read on other source. animation is like a blink giving poor interaction. auto word correction is so bad that i turned it off. always on feature is not there despite oled. oled wuality black itself is bad because of extreme reflection. there was one good paid app files that apple replaced with its own and disabled ftp. cannot share photo on bluetooth.  too many crappy deliberate limitations. i disnt check otg feature and i am sure it is restricted and not there on apple.overall i decided to go back to oneplus loosing about ₹45k in short few months. data is more important for me than phone.i had migrated from apple to bb in 2015. then to android in 2017. going back feels like going to stone agefinally speaker quality is bad. really bad with out of sync lower ends sounding like cheap woofer setup.camera is ok but then i am comparing to 7t pro and when i really need quality then i anyway use my fujifilm that no iphone can compare tosuch a terrible waste of moneyps: wireless charging is a joke with temp reaching 40 degrees. even wired charging reaches 37. this in controlled temp of 27 degree room temp. oneolus 7t pro barely touches 35 despite much faster charging speed,Colour: BlackSize: 256 GB,apple still thinks its 2010 poor quality through and through except camera. its display is worse than oneplus 7t pro with more reflections and poor refresh rate. apple stifles third party integration like huawei watch and thus cannot use find phone feature unless app is open and minimized.mail sync doesnt refresh. eg android will refresh notification when mail is deleted or read on other source. animation is like a blink giving poor interaction. auto word correction is so bad that i turned it off. always on feature is not there despite oled. oled wuality black itself is bad because of extreme reflection. there was one good paid app files that apple replaced with its own and disabled ftp. cannot share photo on bluetooth.  too many crappy deliberate limitations. i disnt check otg feature and i am sure it is restricted and not there on apple.overall i decided to go back to oneplus loosing about ₹45k in short few months. data is more important for me than phone.i had migrated from apple to bb in 2015. then to android in 2017. going back feels like going to stone agefinally speaker quality is bad. really bad with out of sync lower ends sounding like cheap woofer setup.camera is ok but then i am comparing to 7t pro and when i really need quality then i anyway use my fujifilm that no iphone can compare tosuch a terrible waste of moneyps: wireless charging is a joke with temp reaching 40 degrees. even wired charging reaches 37. this in controlled temp of 27 degree room temp. oneolus 7t pro barely touches 35 despite much faster charging speed Colour: BlackSize: 256 GB,apple still think poor quality except camera display worse oneplus pro reflection poor refresh rate apple stifle third party integration like huawei watch thus use find phone feature unless app open minimizedmail sync doesnt refresh eg android refresh notification mail deleted read source animation like blink giving poor interaction auto word correction bad turned always feature despite oled oled wuality black bad extreme reflection one good paid app file apple replaced disabled ftp share photo bluetooth many crappy deliberate limitation disnt check otg feature sure restricted appleoverall decided go back oneplus loosing k short month data important phonei migrated apple bb android going back feel like going stone agefinally speaker quality bad really bad sync lower end sounding like cheap woofer setupcamera ok comparing pro really need quality anyway use fujifilm iphone compare tosuch terrible waste moneyps wireless charging joke temp reaching degree even wired charging reach controlled temp degree room temp oneolus pro barely touch despite much faster charging speed colour blacksize gb,-0.9467,0.079,0.123,0.798,-0.04270833333333329,0.49262152777777773,"{'apple': 0.0, 'quality': 0.0, 'camera': 0.0, 'display': -0.4767, 'reflections': -0.5209, 'rate': -0.4767, 'stifles': 0.4019, 'party': 0.6369, 'integration': 0.6369, 'huawei': 0.6369, 'watch': 0.3612, 'phone': 0.0, 'feature': 0.0, 'app': 0.4404, 'sync': -0.296, 'doesnt': 0.0, 'refresh': 0.0, 'eg': 0.0, 'android': 0.0, 'notification': 0.0, 'mail': 0.0, 'source': 0.0, 'animation': 0.3612, 'blink': 0.2023, 'interaction': -0.1779, 'auto': 0.0, 'word': 0.0, 'correction': -0.6696, 'i': 0.0, 'oled': 0.0, 'wuality': 0.0, 'reflection': 0.0, 'files': 0.4404, 'ftp': 0.0, 'share': -0.2235, 'photo': -0.2235, 'bluetooth': 0.296, 'deliberate': -0.5574, 'limitations': -0.5574, 'check': 0.0, 'apple.overall': 0.0, '₹45k': 0.0, 'months': 0.0, 'data': 0.2716, 'phone.i': 0.0, 'feels': 0.3612, 'woofer': 0.5719, 'setup.camera': 0.3291, 'pro': 0.0, 'fujifilm': -0.296, 'iphone': -0.296, 'waste': -0.7096, 'moneyps': -0.7096, 'wireless': 0.0, 'charging': 0.296, 'joke': 0.4588, 'degrees': 0.2023, 'reaches': 0.0516, 'temp': 0.0, 'room': 0.0, 'Colour': 0.0, 'GB': 0.0}",Negative,0
India,True,5,Excellent phone,Excellent phone,Colour: BlackSize: 256 GB,Excellent phone Excellent phone Colour: BlackSize: 256 GB,excellent phone excellent phone colour blacksize gb,0.8126,0.552,0.0,0.448,1.0,1.0,"{'phone': 0.8126, 'Excellent': 0.8126, 'Colour': 0.5719, 'BlackSize': 0.0, 'GB': 0.0}",Positive,2
India,True,4,Nice,Like,Colour: BlackSize: 256 GB,Nice Like Colour: BlackSize: 256 GB,nice like colour blacksize gb,0.6486,0.57,0.0,0.43,0.6,1.0,"{'Nice': 0.6486, 'Colour': 0.6486, 'BlackSize': 0.3612, 'GB': 0.0}",Positive,2
India,True,3,"Gud product except some lagging issue, some issues for used to large phone user","some lagging issue, some issues for used to large phone user",Colour: PinkSize: 256 GB,"Gud product except some lagging issue, some issues for used to large phone user some lagging issue, some issues for used to large phone user Colour: PinkSize: 256 GB",gud product except lagging issue issue used large phone user lagging issue issue used large phone user colour pinksize gb,-0.4939,0.0,0.135,0.865,0.21428571428571427,0.42857142857142855,"{'Gud': 0.0, 'product': -0.2732, 'issue': -0.2732, 'issues': 0.0, 'phone': 0.0, 'Colour': 0.0, 'PinkSize': 0.0, 'GB': 0.0}",Negative,0
India,False,4,Works,I had an Iphone 12 and I switched to iphone 15.Honesty I do not feel any difference and does feels like holding the same device.  Dimensions are a bit sleeker this time.  Major camera improvements and the island is actually useful untill noticed.  I had options to buy s24 or this. I need consistency in life. I love the purchase . I still has the top 5 cameras compared to smartphones.,Colour: PinkSize: 128 GB,Works I had an Iphone 12 and I switched to iphone 15.Honesty I do not feel any difference and does feels like holding the same device.  Dimensions are a bit sleeker this time.  Major camera improvements and the island is actually useful untill noticed.  I had options to buy s24 or this. I need consistency in life. I love the purchase . I still has the top 5 cameras compared to smartphones. Colour: PinkSize: 128 GB,work iphone switched iphone honesty feel difference feel like holding device dimension bit sleeker time major camera improvement island actually useful untill noticed option buy need consistency life love purchase still top camera compared smartphones colour pinksize gb,0.9136,0.183,0.0,0.817,0.2725,0.34500000000000003,"{'Works': 0.0, 'Iphone': 0.0, 'difference': 0.0, 'feels': 0.3612, 'device': 0.0, 'Dimensions': 0.0, 'bit': 0.0, 'sleeker': 0.0, 'time': 0.0, 'camera': 0.3182, 'improvements': 0.3182, 'island': 0.6369, 'options': 0.0, 's24': 0.0, 'consistency': 0.0, 'life': 0.0, 'purchase': 0.6369, 'cameras': 0.2023, 'smartphones': 0.0, 'Colour': 0.0, 'PinkSize': 0.0, 'GB': 0.0}",Positive,2
India,False,5,Good product,Very good product and I like so nice product top product in India i love this product aaaa aaa aaa,Colour: PinkSize: 128 GB,Good product Very good product and I like so nice product top product in India i love this product aaaa aaa aaa Colour: PinkSize: 128 GB,good product good product like nice product top product india love product aaaa aaa aaa colour pinksize gb,0.955,0.506,0.0,0.494,0.642,0.6960000000000001,"{'product': 0.6369, 'India': 0.7184, 'i': 0.6369, 'Colour': 0.0, 'PinkSize': 0.0, 'GB': 0.0}",Positive,2
India,False,1,Missing features,"First and last mistake in choosing a phone is IPhoneYou cannot even record calls, it may be ban in USA but it’s not in India. Now a days call record is very important. Other many features you have to buy applications. Mostly important tasks are payable which are free in Android",Colour: PinkSize: 128 GB,"Missing features First and last mistake in choosing a phone is IPhoneYou cannot even record calls, it may be ban in USA but it’s not in India. Now a days call record is very important. Other many features you have to buy applications. Mostly important tasks are payable which are free in Android Colour: PinkSize: 128 GB",missing feature first last mistake choosing phone iphoneyou even record call may ban usa india day call record important many feature buy application mostly important task payable free android colour pinksize gb,0.7294,0.151,0.087,0.762,0.218125,0.515625,"{'features': 0.0, 'First': -0.5574, 'mistake': -0.34, 'phone': 0.0, 'IPhoneYou': 0.0, 'record': 0.2716, 'USA': -0.3182, '’': 0.0, 'India': 0.0, 'days': 0.0, 'call': 0.0, 'applications': 0.0, 'tasks': 0.2023, 'Android': 0.5106, 'Colour': 0.5106, 'PinkSize': 0.0, 'GB': 0.0}",Positive,2
India,True,5,Excellent Product,Working well after one month of usage with no heating issuesDynamic Island makes the iPhone even easier to navigate between apps,Colour: PinkSize: 128 GB,Excellent Product Working well after one month of usage with no heating issuesDynamic Island makes the iPhone even easier to navigate between apps Colour: PinkSize: 128 GB,excellent product working well one month usage heating issuesdynamic island make iphone even easier navigate apps colour pinksize gb,0.7506,0.254,0.065,0.68,1.0,1.0,"{'Product': 0.7003, 'Working': 0.7003, 'month': 0.2732, 'usage': -0.296, 'Island': -0.296, 'iPhone': 0.4215, 'Colour': 0.0, 'PinkSize': 0.0, 'GB': 0.0}",Positive,2
India,False,5,You have to sell your kidneys to buy it..,The camera quality is superb.. Good to buy.. Budget friendly.. It is very smooth.. Charging is awesome.. Ease of use....,Colour: PinkSize: 128 GB,You have to sell your kidneys to buy it.. The camera quality is superb.. Good to buy.. Budget friendly.. It is very smooth.. Charging is awesome.. Ease of use.... Colour: PinkSize: 128 GB,sell kidney buy camera quality superb good buy budget friendly smooth charging awesome ease use colour pinksize gb,0.6597,0.148,0.0,0.852,0.7190000000000001,0.75,"{'kidneys': 0.0, 'camera': 0.6249, 'quality': 0.6249, '..': 0.0, 'Budget': 0.4939, 'Ease': 0.765, 'use': 0.3612, 'Colour': 0.0, 'PinkSize': 0.0, 'GB': 0.0}",Positive,2
India,False,5,Very sleek and amazing phone,"Amazing camera quality obviously surpasses most of the iPhones , battery life also is pretty good , very compact and handy type of phone , performance wise  definitely fast and off the display is the best feature of it",Colour: PinkSize: 128 GB,"Very sleek and amazing phone Amazing camera quality obviously surpasses most of the iPhones , battery life also is pretty good , very compact and handy type of phone , performance wise  definitely fast and off the display is the best feature of it Colour: PinkSize: 128 GB",sleek amazing phone amazing camera quality obviously surpasses iphones battery life also pretty good compact handy type phone performance wise definitely fast display best feature colour pinksize gb,0.9749,0.387,0.0,0.613,0.4625000000000001,0.6416666666666666,"{'phone': 0.4767, 'Amazing': 0.8225, 'camera': 0.8225, 'quality': 0.5859, 'iPhones': 0.0, 'battery': 0.0, 'life': 0.4939, 'type': 0.0, 'performance': 0.7003, 'wise': 0.7003, 'display': 0.6369, 'feature': 0.6369, 'Colour': 0.0, 'PinkSize': 0.0, 'GB': 0.0}",Positive,2
India,True,1,The phone is heating,Quality is bad as the phone is heating. The phone is heating and even service centre is not giving any solution. They asked us to format the phone and try. We did that also but the phone is till getting heated to extent that it can’t be used. The product is defection.,Colour: PinkSize: 128 GB,The phone is heating Quality is bad as the phone is heating. The phone is heating and even service centre is not giving any solution. They asked us to format the phone and try. We did that also but the phone is till getting heated to extent that it can’t be used. The product is defection. Colour: PinkSize: 128 GB,phone heating quality bad phone heating phone heating even service centre giving solution asked u format phone try also phone till getting heated extent cant used product defection colour pinksize gb,-0.7468,0.0,0.13,0.87,-0.6999999999999998,0.6666666666666666,"{'phone': 0.0, 'Quality': -0.5423, 'service': 0.0, 'centre': -0.2584, 'solution': -0.4585, 'try': 0.0, 'product': -0.34, 'defection': -0.34, 'Colour': 0.0, 'PinkSize': 0.0, 'GB': 0.0}",Negative,0
India,True,1,Faulty product,The phone doesn’t charge and Amazon guys neither gives replacement nor do they help service centre assistance at home. Poor service by Amazon and sub seller who is selling,Colour: PinkSize: 128 GB,Faulty product The phone doesn’t charge and Amazon guys neither gives replacement nor do they help service centre assistance at home. Poor service by Amazon and sub seller who is selling Colour: PinkSize: 128 GB,faulty product phone doesnt charge amazon guy neither give replacement help service centre assistance home poor service amazon sub seller selling colour pinksize gb,-0.6437,0.083,0.187,0.731,-0.4,0.6,"{'Faulty': -0.3182, 'product': -0.3182, 'phone': -0.3182, 'doesn': 0.0, '’': 0.0, 't': 0.1779, 'charge': 0.1779, 'Amazon': -0.34, 'replacement': 0.0, 'service': -0.34, 'assistance': 0.4019, 'home': 0.0, 'Poor': -0.34, 'seller': 0.1779, 'Colour': 0.0, 'PinkSize': 0.0, 'GB': 0.0}",Negative,0
India,True,5,Great Quality,Love it 🤗🥰,Colour: PinkSize: 128 GB,Great Quality Love it 🤗🥰 Colour: PinkSize: 128 GB,great quality love colour pinksize gb,0.8519,0.542,0.0,0.458,0.65,0.675,"{'Great': 0.8519, 'Quality': 0.8519, 'Love': 0.8519, 'Colour': 0.6369, 'PinkSize': 0.0, 'GB': 0.0}",Positive,2
India,True,1,Heating,Without use kiye hi phone heat hota rhta h Battery b kb ud jari kuch pta ni chl ra itna gnda experience rhe ga I phone ka to mein kbhi na leti.. am disappoint 😠😡,Colour: PinkSize: 128 GB,Heating Without use kiye hi phone heat hota rhta h Battery b kb ud jari kuch pta ni chl ra itna gnda experience rhe ga I phone ka to mein kbhi na leti.. am disappoint 😠😡 Colour: PinkSize: 128 GB,heating without use kiye hi phone heat hota rhta h battery b kb ud jari kuch pta ni chl ra itna gnda experience rhe ga phone ka mein kbhi na leti disappoint colour pinksize gb,-0.4019,0.0,0.07,0.93,0.0,0.0,"{'use': 0.0, 'kiye': 0.0, 'hi': 0.0, 'phone': 0.0, 'heat': 0.0, 'hota': 0.0, 'rhta': 0.0, 'h': 0.0, 'Battery': 0.0, 'b': 0.0, 'kb': 0.0, 'jari': 0.0, 'pta': 0.0, 'ni': 0.0, 'chl': 0.0, 'ra': 0.0, 'gnda': 0.0, 'experience': 0.0, 'rhe': 0.0, 'ga': 0.0, 'ka': 0.0, 'leti': -0.4019, '..': -0.4019, 'disappoint': -0.4019, 'Colour': -0.4019, 'PinkSize': 0.0, 'GB': 0.0}",Negative,0
India,True,1,No phone in the package,"Phone missing, sugar packet inside",Colour: PinkSize: 128 GB,"No phone in the package Phone missing, sugar packet inside Colour: PinkSize: 128 GB",phone package phone missing sugar packet inside colour pinksize gb,-0.5267,0.0,0.268,0.732,-0.2,0.05,"{'phone': -0.296, 'package': -0.296, 'Phone': -0.296, 'missing': -0.296, 'sugar': -0.296, 'packet': -0.296, 'Colour': 0.0, 'PinkSize': 0.0, 'GB': 0.0}",Negative,0
India,False,3,Good phone but it has heating issues,"The phone heats a lot while using even for basic tasks like scrolling websites or social media. Battery drain is also evident. The battery life is similar to my 4 year old used iPhone 11. Which says a lot about the battery life. Hope apple fixes this, else will likely move to Samsung or Nothing next",Colour: PinkSize: 128 GB,"Good phone but it has heating issues The phone heats a lot while using even for basic tasks like scrolling websites or social media. Battery drain is also evident. The battery life is similar to my 4 year old used iPhone 11. Which says a lot about the battery life. Hope apple fixes this, else will likely move to Samsung or Nothing next Colour: PinkSize: 128 GB",good phone heating issue phone heat lot using even basic task like scrolling website social medium battery drain also evident battery life similar year old used iphone say lot battery life hope apple fix else likely move samsung nothing next colour pinksize gb,0.8422,0.129,0.0,0.871,0.13541666666666666,0.3302083333333333,"{'phone': 0.0, 'issues': 0.0, 'lot': 0.0, 'tasks': 0.3612, 'websites': 0.3612, 'media': 0.0, 'Battery': 0.0, 'drain': 0.0, 'battery': 0.0, 'life': 0.0, 'year': 0.0, 'iPhone': 0.0, 'Which': 0.0, 'Hope': 0.4404, 'apple': 0.4404, 'fixes': 0.4404, 'Samsung': 0.0, 'Nothing': 0.0, 'Colour': 0.0, 'PinkSize': 0.0, 'GB': 0.0}",Positive,2
India,True,1,Poor front cam quality,Poor front cam quality,Colour: PinkSize: 128 GB,Poor front cam quality Poor front cam quality Colour: PinkSize: 128 GB,poor front cam quality poor front cam quality colour pinksize gb,-0.7351,0.0,0.383,0.617,-0.4,0.6,"{'Poor': -0.4767, 'front': -0.4767, 'cam': -0.4767, 'quality': -0.4767, 'Colour': 0.0, 'PinkSize': 0.0, 'GB': 0.0}",Negative,0
India,True,1,Worst ! Worst !,Worst quality phone refresh rate is not goodfull heating while chargingThis model was not up to the mark better to choose other models like 13 and 14,Colour: PinkSize: 128 GB,Worst ! Worst ! Worst quality phone refresh rate is not goodfull heating while chargingThis model was not up to the mark better to choose other models like 13 and 14 Colour: PinkSize: 128 GB,worst worst worst quality phone refresh rate goodfull heating chargingthis model mark better choose model like colour pinksize gb,-0.8585,0.117,0.278,0.605,-0.525,0.775,"{'Worst': -0.6249, 'quality': -0.6249, 'phone': -0.6249, 'refresh': -0.6249, 'rate': 0.0, 'model': 0.0, 'mark': 0.4404, 'models': 0.3612, 'Colour': 0.0, 'PinkSize': 0.0, 'GB': 0.0}",Negative,0
India,True,1,Hiting problem in i phone 15 too much,Hitting problem when I am using 15 mintes. No no safe while usingi,Colour: PinkSize: 128 GB,Hiting problem in i phone 15 too much Hitting problem when I am using 15 mintes. No no safe while usingi Colour: PinkSize: 128 GB,hiting problem phone much hitting problem using mintes safe usingi colour pinksize gb,-0.7096,0.094,0.319,0.586,-0.024999999999999994,0.35,"{'problem': -0.4019, 'i': -0.4019, 'phone': -0.4019, 'Hitting': -0.4019, 'mintes': 0.0, 'Colour': 0.4404, 'PinkSize': 0.0, 'GB': 0.0}",Negative,0
India,True,5,The ultimate phone,Nice phone.,Colour: BlackSize: 128 GB,The ultimate phone Nice phone. Colour: BlackSize: 128 GB,ultimate phone nice phone colour blacksize gb,0.4215,0.259,0.0,0.741,0.3,1.0,"{'phone': 0.4215, 'Nice': 0.4215, 'Colour': 0.0, 'BlackSize': 0.0, 'GB': 0.0}",Positive,2
India,True,5,Perfect,Everything’s ok ..,Colour: BlackSize: 128 GB,Perfect Everything’s ok .. Colour: BlackSize: 128 GB,perfect everythings ok colour blacksize gb,0.7096,0.496,0.0,0.504,0.75,0.75,"{'Perfect': 0.5719, 'Everything': 0.7096, '’': 0.7096, 'Colour': 0.296, 'BlackSize': 0.0, 'GB': 0.0}",Positive,2
India,True,5,Worth buying,Awesome phone with awesome features. Specifically in love with photo and video quality of camera.Battery back up is decent so far used. Let’s see how many years battery lasts with optimal performance.User interface is far better than previous models.Value for money.,Colour: BlackSize: 128 GB,Worth buying Awesome phone with awesome features. Specifically in love with photo and video quality of camera.Battery back up is decent so far used. Let’s see how many years battery lasts with optimal performance.User interface is far better than previous models.Value for money. Colour: BlackSize: 128 GB,worth buying awesome phone awesome feature specifically love photo video quality camerabattery back decent far used let see many year battery last optimal performanceuser interface far better previous modelsvalue money colour blacksize gb,0.9623,0.325,0.0,0.675,0.3636363636363636,0.593939393939394,"{'buying': 0.7184, 'Awesome': 0.8779, 'phone': 0.8779, 'features': 0.6249, 'love': 0.6369, 'photo': 0.6369, 'quality': 0.0, 'camera.Battery': 0.0, '’': 0.0, 'years': 0.0, 'battery': 0.3612, 'performance.User': 0.3612, 'interface': 0.6597, 'models.Value': 0.4404, 'money': 0.0, 'Colour': 0.0, 'BlackSize': 0.0, 'GB': 0.0}",Positive,2
India,True,5,iPhone is always best,"Go for it guys , after 3 months of usage still I feel it",Colour: BlackSize: 128 GB,"iPhone is always best Go for it guys , after 3 months of usage still I feel it Colour: BlackSize: 128 GB",iphone always best go guy month usage still feel colour blacksize gb,0.6369,0.189,0.0,0.811,1.0,0.3,"{'iPhone': 0.6369, 'Go': 0.6369, 'months': 0.0, 'usage': 0.0, 'Colour': 0.0, 'BlackSize': 0.0, 'GB': 0.0}",Positive,2
India,True,3,First iphone and not up to the mark,"After using for two days, here's what I found out. First, Android is way better when it comes to selfies. I'm literally looking for Xiaomi 13 pro to drop and I'll just jump for it. Iphone 15 is good when it comes to back camera, which is just unparalleled, with it's spectacular details and original color retention. However, the selfie camera is much worse, it catches all the blemishes on your face and makes you look uglier. Sound quality is superb, without a doubt. Scrolling through the phone is a bit slow compared to other phones, because of the 60hz, but it's still bearable. Voice calling sound is good and clear. USB c is a good thing which at least allowed me to charge on a different charger because I didn't have Apple charger right away. The height of Iphone 15 and plus is funny because they have almost all the same thing just height is bigger for plus. Also, I paid 3k more on this platform because the next day the price dropped on Amazon. At the end of the day, iphone is good, but Android always wins, no matter what.",Colour: BlackSize: 128 GB,"First iphone and not up to the mark After using for two days, here's what I found out. First, Android is way better when it comes to selfies. I'm literally looking for Xiaomi 13 pro to drop and I'll just jump for it. Iphone 15 is good when it comes to back camera, which is just unparalleled, with it's spectacular details and original color retention. However, the selfie camera is much worse, it catches all the blemishes on your face and makes you look uglier. Sound quality is superb, without a doubt. Scrolling through the phone is a bit slow compared to other phones, because of the 60hz, but it's still bearable. Voice calling sound is good and clear. USB c is a good thing which at least allowed me to charge on a different charger because I didn't have Apple charger right away. The height of Iphone 15 and plus is funny because they have almost all the same thing just height is bigger for plus. Also, I paid 3k more on this platform because the next day the price dropped on Amazon. At the end of the day, iphone is good, but Android always wins, no matter what. Colour: BlackSize: 128 GB",first iphone mark using two day here found first android way better come selfies im literally looking xiaomi pro drop ill jump iphone good come back camera unparalleled spectacular detail original color retention however selfie camera much worse catch blemish face make look uglier sound quality superb without doubt scrolling phone bit slow compared phone hz still bearable voice calling sound good clear usb c good thing least allowed charge different charger didnt apple charger right away height iphone plus funny almost thing height bigger plus also paid k platform next day price dropped amazon end day iphone good android always win matter colour blacksize gb,0.9803,0.164,0.038,0.798,0.26483516483516484,0.485989010989011,"{'First': 0.0, 'iphone': 0.4404, 'mark': 0.0, 'days': 0.0, 'Android': 0.7906, 'way': 0.4404, 'selfies': 0.0, 'Xiaomi': 0.0, 'pro': -0.2732, 'drop': -0.2732, 'Iphone': 0.0, 'camera': -0.4767, 'details': 0.3182, 'color': 0.3182, 'retention': 0.3182, 'selfie': 0.0, 'blemishes': 0.0, 'face': 0.0, 'quality': 0.6249, 'doubt': 0.2755, 'phone': 0.0, 'bit': 0.0, 'phones': 0.0, 'Voice': 0.0, 'sound': 0.4404, 'USB': 0.0, 'c': 0.4404, 'thing': 0.0, 'charger': 0.0, 'Apple': 0.0, 'height': 0.0, 'plus': 0.0, 'platform': 0.0, 'day': 0.0, 'price': 0.1779, 'Amazon': 0.1779, 'end': 0.0, 'matter': 0.3818, 'Colour': 0.0, 'BlackSize': 0.0, 'GB': 0.0}",Positive,2
